,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,dt
0,259.0,XCNOnyxcoin,XCN,"$110,700,203.86",$0.004714,"23,482,966,566 XCN","$14,745,979.08",-0.31%,-1.31%,-26.35%,20230319
1,71.0,MKRMaker,MKR,"$673,148,503.19",$688.55,"977,631 MKR *","$79,605,211.29",-0.68%,0.35%,-23.81%,20230319
2,303.0,TRUTrueFi,TRU,"$86,152,217.87",$0.08786,"980,611,267 TRU *","$26,125,254.28",-2.32%,-3.54%,-22.36%,20230319
3,104.0,FLRFlare,FLR,"$370,947,750.50",$0.03091,"11,999,991,148 FLR","$19,280,036.37",0.31%,3.51%,-6.35%,20230319
4,193.0,CORECore,CORE,"$135,407,750.54",$1.9862,"68,174,968 CORE","$33,783,085.23",-0.21%,1.88%,-5.77%,20230319
5,39.0,APEApeCoin,APE,"$1,582,474,032.31",$4.2933,"368,593,750 APE *","$92,718,972.79",-1.25%,1.06%,-5.13%,20230319
6,174.0,AMPAmp,AMP,"$174,323,934.32",$0.004128,"42,227,702,186 AMP","$10,799,784.08",-0.68%,0.08%,-4.68%,20230319
7,145.0,JASMYJasmyCoin,JASMY,"$239,687,910.62",$0.005039,"47,569,999,999 JASMY","$54,553,109.10",-0.50%,2.39%,-4.37%,20230319
8,169.0,ELFaelf,ELF,"$183,325,187.33",$0.3101,"591,214,621 ELF *","$13,057,884.55",-0.15%,-0.14%,-3.69%,20230319
9,75.0,FXSFrax Share,FXS,"$628,845,104.39",$8.4279,"74,614,253 FXS *","$41,025,786.75",-1.22%,-2.08%,-2.90%,20230319
10,91.0,KAVAKava,KAVA,"$444,555,951.27",$0.9924,"447,968,541 KAVA *","$20,143,394.58",-0.96%,0.69%,-0.64%,20230319
11,444.0,YFIIDFI.Money,YFII,"$44,363,470.14","$1,149.43","38,596 YFII *","$10,578,107.66",-0.78%,1.36%,-0.63%,20230319
12,32.0,TUSDTrueUSD,TUSD,"$2,027,694,619.38",$0.999,"2,029,769,378 TUSD *","$32,437,820.69",-0.10%,0.02%,-0.58%,20230319
13,170.0,BNXBinaryX,BNX,"$181,152,708.85",$0.6266,"289,119,100 BNX *","$16,618,087.80",-0.73%,1.63%,-0.44%,20230319
14,3.0,USDTTether,USDT,"$76,450,055,219.47",$1.0030,"76,220,833,431 USDT *","$44,405,090,364.52",0.02%,0.07%,-0.41%,20230319
15,225.0,EDGTEdgecoin,EDGT,"$210,465,718.40",$1.0022,"210,000,000 EDGT","$22,127,771.65",-0.09%,-0.02%,-0.38%,20230319
16,11.0,BUSDBinance USD,BUSD,"$8,224,891,924.01",$0.9999,"8,224,923,986 BUSD *","$6,634,035,727.24",0.02%,0.05%,-0.35%,20230319
17,511.0,vUSDTVenus USDT,vUSDT,"$32,993,297.73",$0.0222,"1,486,153,169 vUSDT *","$163,729,291.27",0.01%,0.05%,-0.34%,20230319
18,374.0,vBUSDVenus BUSD,vBUSD,"$59,206,355.62",$0.02197,"2,694,770,470 vBUSD *","$57,901,523.25",0.02%,0.05%,-0.27%,20230319
19,98.0,SSVssv.network,SSV,"$394,216,804.80",$39.42,"10,000,000 SSV","$40,552,406.85",0.15%,5.45%,0.00%,20230319
20,242.0,RIFRSK Infrastructure Framework,RIF,"$110,512,583.51",$0.1159,"953,380,002 RIF *","$10,877,349.20",8.99%,20.58%,-33.45%,20230312
21,184.0,CORECore,CORE,"$138,947,631.27",$2.1077,"65,923,224 CORE","$47,743,147.52",1.10%,5.52%,-26.92%,20230312
22,148.0,BLURBlur,BLUR,"$217,720,758.34",$0.5351,"406,895,528 BLUR *","$119,449,022.95",3.43%,10.59%,-24.21%,20230312
23,315.0,DODODODO,DODO,"$71,581,674.83",$0.1573,"455,059,176 DODO *","$17,255,046.32",2.27%,8.05%,-22.73%,20230312
24,180.0,XCNOnyxcoin,XCN,"$150,315,006.02",$0.006401,"23,482,966,566 XCN","$12,963,442.42",2.44%,6.47%,-21.14%,20230312
25,398.0,KEYSelfKey,KEY,"$46,475,519.86",$0.008761,"5,304,969,446 KEY *","$46,283,544.21",5.25%,18.50%,-19.96%,20230312
26,634.0,AKROAkropolis,AKRO,"$19,208,069.72",$0.004533,"4,236,987,023 AKRO *","$11,084,903.54",-0.16%,4.81%,-19.78%,20230312
27,266.0,RENRen,REN,"$92,360,230.95",$0.09245,"999,037,500 REN *","$36,974,460.60",2.74%,18.39%,-19.72%,20230312
28,414.0,GFTGifto,GFT,"$46,568,304.67",$0.0466,"999,271,532 GFT *","$12,666,903.97",1.13%,9.33%,-19.03%,20230312
29,112.0,YFIyearn.finance,YFI,"$302,673,474.50","$8,261.25","36,638 YFI *","$81,597,270.76",6.18%,9.37%,-19.01%,20230312
30,84.0,AGIXSingularityNET,AGIX,"$456,731,855.64",$0.3789,"1,205,321,857 AGIX *","$169,007,723.83",5.98%,20.26%,-18.65%,20230312
31,74.0,DASHDash,DASH,"$594,300,576.81",$53.44,"11,120,725 DASH","$117,463,299.56",4.39%,14.57%,-18.06%,20230312
32,213.0,WEMIXWEMIX,WEMIX,"$405,463,739.08",$1.6593,"244,352,647 WEMIX *","$14,167,669.60",3.65%,5.68%,-17.53%,20230312
33,373.0,PERPPerpetual Protocol,PERP,"$55,995,445.73",$0.8484,"66,002,157 PERP *","$14,963,579.35",3.64%,8.58%,-16.98%,20230312
34,253.0,COCOSCocos-BCX,COCOS,"$99,614,988.81",$1.4020,"71,051,748 COCOS *","$44,921,511.16",3.09%,7.83%,-16.49%,20230312
35,121.0,CELOCelo,CELO,"$284,775,727.94",$0.5794,"491,531,934 CELO *","$24,563,727.52",3.85%,7.26%,-16.18%,20230312
36,388.0,DAWNDawn Protocol,DAWN,"$51,208,683.22",$0.6877,"74,464,266 DAWN *","$11,803,567.16",1.46%,4.07%,-16.13%,20230312
37,68.0,HTHuobi Token,HT,"$681,489,100.84",$4.2007,"162,233,844 HT *","$19,239,190.64",2.25%,6.97%,-16.03%,20230312
38,73.0,MINAMina,MINA,"$600,691,050.87",$0.6939,"865,629,320 MINA *","$52,970,595.76",2.68%,11.91%,-15.79%,20230312
39,443.0,PHBPhoenix,PHB,"$40,052,387.95",$1.0071,"39,768,304 PHB *","$12,087,765.67",4.96%,10.18%,-15.77%,20230312
40,152.0,BNXBinaryX,BNX,"$213,934,935.32",$0.74,"289,119,100 BNX *","$35,617,701.59",-0.52%,1.91%,-44.09%,20230305
41,454.0,VELOVelo,VELO,"$41,959,628.54",$0.008419,"4,984,154,058 VELO","$17,039,251.66",-0.70%,9.14%,-39.80%,20230305
42,380.0,GFTGifto,GFT,"$57,516,330.38",$0.05756,"999,271,532 GFT *","$11,197,282.99",-1.56%,2.03%,-31.02%,20230305
43,244.0,COCOSCocos-BCX,COCOS,"$119,279,977.30",$1.6788,"71,051,748 COCOS *","$100,138,959.45",-1.28%,7.71%,-30.52%,20230305
44,195.0,STGStargate Finance,STG,"$130,924,172.93",$0.7785,"168,182,929 STG *","$37,747,614.07",-0.75%,-1.61%,-26.46%,20230305
45,460.0,LINALinear Finance,LINA,"$40,272,641.73",$0.008385,"4,802,774,284 LINA *","$15,949,302.04",0.35%,1.42%,-26.31%,20230305
46,68.0,KLAYKlaytn,KLAY,"$717,062,507.01",$0.2331,"3,076,736,044 KLAY *","$29,500,826.50",-0.69%,0.40%,-24.19%,20230305
47,129.0,MAGICMAGIC,MAGIC,"$272,289,222.89",$1.2864,"211,666,016 MAGIC *","$105,566,260.28",-0.47%,4.63%,-23.82%,20230305
48,284.0,DODODODO,DODO,"$92,143,492.83",$0.2036,"452,611,149 DODO *","$16,812,391.91",-0.09%,2.01%,-23.63%,20230305
49,133.0,AUDIOAudius,AUDIO,"$266,661,511.53",$0.2692,"990,636,746 AUDIO *","$19,107,986.04",-1.07%,0.09%,-22.68%,20230305
50,120.0,RNDRRender Token,RNDR,"$303,961,453.87",$1.1976,"253,798,860 RNDR *","$53,621,106.14",-0.93%,-3.28%,-21.86%,20230305
51,186.0,SYNSynapse,SYN,"$150,446,523.27",$1.0764,"139,773,376 SYN *","$22,951,359.49",-2.25%,2.35%,-21.54%,20230305
52,453.0,"FCT,FCT2FirmaChain","FCT,FCT2","$41,001,894.06",$0.0656,"625,040,140 FCT,FCT2 *","$11,777,784.66",0.14%,-6.66%,-21.11%,20230305
53,379.0,KEYSelfKey,KEY,"$58,061,914.34",$0.01094,"5,304,969,446 KEY *","$22,233,385.54",-1.33%,7.09%,-20.43%,20230305
54,243.0,KNCKyber Network Crystal v2,KNC,"$120,598,838.41",$0.7314,"164,893,760 KNC *","$21,661,352.41",-0.70%,-0.59%,-20.05%,20230305
55,111.0,ANKRAnkr,ANKR,"$332,852,488.38",$0.03445,"9,662,899,378 ANKR *","$55,786,743.15",-0.08%,2.36%,-20.03%,20230305
56,122.0,WOOWOO Network,WOO,"$296,594,686.81",$0.18,"1,647,295,506 WOO *","$13,133,192.75",-0.78%,-0.90%,-19.89%,20230305
57,271.0,HOOKHooked Protocol,HOOK,"$96,569,750.89",$1.9314,"50,000,000 HOOK *","$35,777,721.19",0.14%,1.79%,-19.77%,20230305
58,332.0,HIGHHighstreet,HIGH,"$73,409,984.34",$2.3462,"31,289,230 HIGH *","$36,016,708.18",-0.42%,5.96%,-19.76%,20230305
59,349.0,VRAVerasity,VRA,"$64,006,000.54",$0.006188,"10,343,094,362 VRA *","$15,981,615.51",0.43%,-1.23%,-19.47%,20230305
60,125.0,BLURBlur,BLUR,"$338,072,755.94",$0.859,"393,546,899 BLUR *","$233,369,122.65",1.61%,2.42%,-29.75%,20230226
61,158.0,XCNOnyxcoin,XCN,"$224,419,227.66",$0.009557,"23,482,966,566 XCN","$26,067,509.14",1.28%,8.03%,-23.73%,20230226
62,127.0,ASTRAstar,ASTR,"$340,146,759.32",$0.08193,"4,151,881,710 ASTR *","$16,306,836.82",0.65%,4.81%,-20.36%,20230226
63,736.0,CRUCrust Network,CRU,"$14,196,753.85",$1.5356,"9,245,318 CRU *","$18,880,202.99",0.31%,4.56%,-19.03%,20230226
64,27.0,FILFilecoin,FIL,"$2,717,007,104.84",$6.9066,"393,392,661 FIL","$281,604,118.31",1.61%,2.73%,-18.12%,20230226
65,122.0,ARArweave,AR,"$342,254,903.77",$10.25,"33,394,701 AR *","$22,539,591.33",1.05%,3.84%,-17.90%,20230226
66,331.0,VRAVerasity,VRA,"$79,484,925.68",$0.007685,"10,343,094,362 VRA *","$22,253,927.31",0.96%,6.37%,-17.52%,20230226
67,135.0,WAVESWaves,WAVES,"$286,995,340.53",$2.5968,"110,517,154 WAVES *","$50,701,974.32",0.63%,2.26%,-17.05%,20230226
68,133.0,ONEHarmony,ONE,"$290,067,504.15",$0.02213,"13,105,044,836 ONE *","$16,867,771.52",0.69%,3.64%,-16.88%,20230226
69,305.0,HIGHHighstreet,HIGH,"$91,045,198.16",$2.9238,"31,139,230 HIGH *","$35,097,087.44",1.39%,3.03%,-15.52%,20230226
70,69.0,CRVCurve DAO Token,CRV,"$745,800,200.98",$1.0212,"730,318,525 CRV *","$49,100,029.51",0.81%,3.42%,-15.07%,20230226
71,38.0,ICPInternet Computer,ICP,"$1,817,824,343.46",$6.2404,"291,298,016 ICP *","$36,189,717.98",0.60%,2.03%,-14.82%,20230226
72,326.0,VOLTVolt Inu V2,VOLT,"$82,255,112.93",$0.0000015,"54,766,287,142,827 VOLT *","$10,826,355.87",0.10%,-2.75%,-14.73%,20230226
73,274.0,GALGalxe,GAL,"$106,300,539.85",$1.9588,"54,267,333 GAL *","$13,729,528.90",0.76%,4.94%,-14.52%,20230226
74,35.0,HBARHedera,HBAR,"$1,972,185,442.21",$0.07484,"26,350,365,648 HBAR *","$29,144,074.96",0.81%,-0.13%,-14.39%,20230226
75,433.0,LITLitentry,LIT,"$51,787,648.12",$1.3071,"39,619,383 LIT *","$12,682,388.19",0.87%,1.31%,-14.04%,20230226
76,129.0,KSMKusama,KSM,"$330,977,239.94",$39.08,"8,470,098 KSM *","$18,815,040.76",0.88%,2.70%,-14.03%,20230226
77,85.0,LRCLoopring,LRC,"$492,264,574.04",$0.3701,"1,330,133,546 LRC *","$35,220,295.88",1.04%,1.79%,-13.75%,20230226
78,156.0,GMTSTEPN,GMT,"$227,549,821.74",$0.3792,"600,000,000 GMT *","$44,444,087.01",0.76%,1.74%,-13.61%,20230226
79,8.0,MATICPolygon,MATIC,"$11,190,260,041.65",$1.2812,"8,734,317,475 MATIC *","$413,456,032.07",0.78%,2.59%,-13.35%,20230226
80,322.0,GFTGifto,GFT,"$81,150,864.78",$0.08121,"999,271,532 GFT *","$53,069,620.08",2.28%,-2.61%,-31.72%,20230219
81,217.0,BabyDogeBaby Doge Coin,BabyDoge,"$363,402,613.86",--,"115,113,333,036,839,000 BabyDoge *","$28,357,062.12",-0.48%,-1.22%,-25.66%,20230219
82,265.0,LOOKSLooksRare,LOOKS,"$110,157,685.39",$0.2346,"469,539,052 LOOKS *","$24,256,857.24",-0.19%,-1.96%,-22.83%,20230219
83,680.0,CRUCrust Network,CRU,"$17,534,348.73",$1.8966,"9,245,318 CRU *","$19,740,987.74",-0.58%,-5.49%,-11.99%,20230219
84,133.0,XCNOnyxcoin,XCN,"$294,234,184.24",$0.01253,"23,482,966,566 XCN","$20,807,627.17",-0.52%,-7.50%,-10.67%,20230219
85,473.0,SNMSONM (BEP-20),SNM,"$39,978,591.92",$0.9004,"44,400,000 SNM *","$10,679,931.42",-0.34%,-4.05%,-7.74%,20230219
86,604.0,AUTOAuto,AUTO,"$24,973,362.49",$329.56,"75,778 AUTO *","$13,141,851.35",-1.48%,1.73%,-4.74%,20230219
87,299.0,DUSKDusk Network,DUSK,"$94,829,252.03",$0.2291,"413,864,409 DUSK *","$20,446,722.13",-0.45%,-5.85%,-4.37%,20230219
88,289.0,SRMSerum,SRM,"$98,289,028.62",$0.3734,"263,244,669 SRM *","$42,452,662.86",-0.28%,2.82%,-3.87%,20230219
89,293.0,VRAVerasity,VRA,"$96,363,529.17",$0.009317,"10,343,094,362 VRA *","$24,969,440.33",0.09%,-5.84%,-3.03%,20230219
90,98.0,ROSEOasis Network,ROSE,"$420,496,861.08",$0.07344,"5,725,718,533 ROSE *","$65,980,165.37",-1.40%,-3.37%,-3.01%,20230219
91,318.0,ABBCABBC Coin,ABBC,"$83,156,780.80",$0.07565,"1,099,188,567 ABBC *","$16,237,405.73",0.31%,-0.63%,-1.64%,20230219
92,151.0,LPTLivepeer,LPT,"$243,005,689.58",$8.9031,"27,294,590 LPT *","$10,131,060.31",-0.10%,-1.84%,-1.57%,20230219
93,63.0,IMXImmutableX,IMX,"$805,292,600.06",$1.0145,"793,750,611 IMX *","$56,519,010.94",-1.69%,-3.67%,-1.31%,20230219
94,61.0,MINAMina,MINA,"$838,181,669.34",$0.9933,"843,839,916 MINA *","$81,125,031.24",-1.32%,-6.09%,-0.80%,20230219
95,78.0,TWTTrust Wallet Token,TWT,"$600,598,781.02",$1.4415,"416,649,900 TWT *","$25,496,971.04",-0.79%,-1.82%,-0.44%,20230219
96,4.0,BNBBNB,BNB,"$49,253,849,848.38",$311.94,"157,897,374 BNB *","$522,437,731.57",-0.37%,-1.50%,-0.32%,20230219
97,65.0,CAKEPancakeSwap,CAKE,"$809,121,574.65",$4.1628,"194,370,426 CAKE *","$53,601,371.09",-0.56%,-1.22%,-0.29%,20230219
98,205.0,WBNBWrapped BNB,WBNB,"$1,175,834,864.95",$312.61,"3,761,355 WBNB *","$106,599,517.53",0.15%,-1.32%,-0.14%,20230219
99,18.0,DAIDai,DAI,"$5,198,912,468.30",$0.9992,"5,202,963,379 DAI *","$135,722,580.08",-0.05%,-0.05%,-0.05%,20230219
100,194.0,HOOKHooked Protocol,HOOK,"$124,336,693.50",$2.4867,"50,000,000 HOOK *","$139,292,838.17",-0.96%,-4.11%,-31.95%,20230212
101,273.0,HIGHHighstreet,HIGH,"$94,988,000.90",$3.0999,"30,642,644 HIGH *","$67,707,348.02",-0.78%,-5.96%,-25.96%,20230212
102,492.0,MDTMeasurable Data Token,MDT,"$33,735,260.72",$0.04989,"676,157,013 MDT *","$32,935,196.48",-0.83%,-5.57%,-23.65%,20230212
103,41.0,FTMFantom,FTM,"$1,225,668,158.06",$0.4414,"2,776,663,840 FTM *","$358,120,301.31",-1.66%,-8.04%,-22.36%,20230212
104,141.0,MASKMask Network,MASK,"$243,471,623.23",$3.5700,"68,200,000 MASK *","$114,226,356.16",-0.97%,-4.92%,-21.61%,20230212
105,78.0,OPOptimism,OP,"$548,394,467.77",$2.3361,"234,748,364 OP *","$217,988,924.20",-0.70%,-6.25%,-20.43%,20230212
106,455.0,PHBPhoenix,PHB,"$39,374,597.96",$1.0603,"37,136,775 PHB *","$10,982,832.91",-0.31%,-3.63%,-20.28%,20230212
107,225.0,FLOKIFLOKI,FLOKI,"$203,465,906.24",$0.00002282,"8,917,452,316,422 FLOKI *","$19,539,262.06",-1.02%,-3.26%,-20.08%,20230212
108,134.0,USTCTerraClassicUSD,USTC,"$258,358,401.05",$0.02636,"9,799,745,945 USTC *","$22,933,094.36",-0.36%,-6.94%,-19.41%,20230212
109,116.0,GALAGala,GALA,"$304,434,365.09",$0.04363,"6,977,205,436 GALA *","$114,709,434.47",-0.59%,-4.26%,-19.30%,20230212
110,294.0,RENRen,REN,"$84,302,443.33",$0.08438,"999,037,500 REN *","$12,848,216.12",-0.25%,-1.89%,-18.54%,20230212
111,136.0,GMTSTEPN,GMT,"$253,635,358.48",$0.4227,"600,000,000 GMT *","$62,834,647.09",-0.47%,-3.20%,-18.37%,20230212
112,309.0,ACHAlchemy Pay,ACH,"$79,844,710.59",$0.01571,"5,082,155,932 ACH","$36,951,425.58",-2.19%,-1.16%,-18.32%,20230212
113,171.0,ILVIlluvium,ILV,"$162,817,905.29",$74.17,"2,195,308 ILV *","$22,552,836.30",-1.56%,-6.62%,-17.49%,20230212
114,115.0,MAGICMAGIC,MAGIC,"$313,434,362.24",$1.4979,"209,249,163 MAGIC *","$99,039,502.18",-1.09%,-2.38%,-16.89%,20230212
115,97.0,DYDXdYdX,DYDX,"$392,239,941.22",$2.5102,"156,256,174 DYDX *","$150,215,992.14",-0.56%,-4.52%,-15.55%,20230212
116,30.0,APTAptos,APT,"$2,132,041,526.14",$13.11,"162,624,556 APT *","$466,981,913.02",0.02%,-5.59%,-15.02%,20230212
117,149.0,FLUXFlux,FLUX,"$216,639,700.96",$0.7829,"276,703,335 FLUX","$15,862,517.85",-0.29%,-6.96%,-14.85%,20230212
118,415.0,TVKVirtua,TVK,"$46,782,178.50",$0.04951,"944,946,092 TVK *","$14,147,367.81",0.10%,-5.82%,-14.54%,20230212
119,100.0,LUNATerra,LUNA,"$384,083,854.64",$1.7849,"215,180,381 LUNA","$44,611,578.58",-0.31%,-3.42%,-14.10%,20230212
120,736.0,CRUCrust Network,CRU,"$12,362,422.88",$1.3372,"9,245,318 CRU *","$10,534,414.89",-0.44%,-5.16%,-23.20%,20230205
121,28.0,APTAptos,APT,"$2,472,709,352.29",$15.43,"160,289,078 APT *","$721,099,354.08",0.22%,-6.39%,-15.78%,20230205
122,120.0,GMTSTEPN,GMT,"$310,719,725.47",$0.5179,"600,000,000 GMT *","$158,885,894.97",-0.05%,-7.70%,-15.73%,20230205
123,136.0,AUDIOAudius,AUDIO,"$261,528,480.13",$0.2658,"983,958,163 AUDIO *","$20,559,328.95",0.62%,-5.10%,-12.57%,20230205
124,248.0,COTICOTI,COTI,"$109,036,920.92",$0.09835,"1,108,643,952 COTI *","$14,625,194.62",0.19%,-3.78%,-12.32%,20230205
125,37.0,LDOLido DAO,LDO,"$1,721,597,235.28",$2.0479,"840,645,993 LDO *","$129,854,627.65",0.20%,-7.31%,-11.35%,20230205
126,61.0,FXSFrax Share,FXS,"$733,449,767.73",$9.9938,"73,390,167 FXS *","$29,323,123.51",0.76%,-4.37%,-11.04%,20230205
127,24.0,XMRMonero,XMR,"$3,044,602,542.04",$166.95,"18,236,509 XMR","$77,877,822.66",-0.43%,-3.02%,-10.36%,20230205
128,48.0,AXSAxie Infinity,AXS,"$1,103,705,529.31",$10.91,"101,119,735 AXS *","$128,767,174.47",0.10%,-4.20%,-10.30%,20230205
129,11.0,SOLSolana,SOL,"$8,752,875,129.70",$23.49,"372,566,810 SOL *","$578,466,007.52",-0.43%,-3.39%,-10.10%,20230205
130,39.0,ICPInternet Computer,ICP,"$1,603,258,655.76",$5.6298,"284,780,957 ICP *","$38,257,327.49",-0.80%,-2.85%,-10.01%,20230205
131,316.0,DARMines of Dalarnia,DAR,"$77,112,019.16",$0.2484,"310,491,258 DAR *","$29,737,994.06",0.12%,-5.38%,-9.62%,20230205
132,159.0,RSRReserve Rights,RSR,"$189,788,631.72",$0.004161,"45,611,899,305 RSR *","$13,606,217.98",-0.11%,-2.63%,-9.46%,20230205
133,373.0,YGGYield Guild Games,YGG,"$56,125,018.34",$0.2932,"191,436,160 YGG *","$15,884,927.58",-0.07%,-6.01%,-9.29%,20230205
134,453.0,LITLitentry,LIT,"$39,122,424.13",$0.9875,"39,619,383 LIT *","$12,133,866.89",0.06%,-4.38%,-8.99%,20230205
135,273.0,SRMSerum,SRM,"$96,210,816.90",$0.3655,"263,244,669 SRM *","$55,047,884.95",-0.27%,-3.68%,-8.97%,20230205
136,122.0,ROSEOasis Network,ROSE,"$306,365,648.84",$0.05351,"5,725,718,533 ROSE *","$29,065,071.79",-0.14%,-4.82%,-8.92%,20230205
137,106.0,GALAGala,GALA,"$377,243,671.42",$0.05407,"6,977,205,436 GALA *","$328,358,470.03",0.30%,-2.71%,-8.84%,20230205
138,69.0,TWTTrust Wallet Token,TWT,"$667,288,126.18",$1.6016,"416,649,900 TWT *","$40,102,994.17",-1.26%,-5.37%,-8.76%,20230205
139,41.0,MANADecentraland,MANA,"$1,367,028,224.00",$0.7369,"1,855,084,192 MANA *","$175,913,573.68",-0.13%,-5.61%,-8.58%,20230205
140,398.0,SNMSONM (BEP-20),SNM,"$48,475,933.05",$1.0918,"44,400,000 SNM *","$25,364,286.44",1.13%,-2.66%,-29.70%,20230129
141,792.0,LBLLABEL Foundation,LBL,"$9,228,530.56",$0.008085,"1,141,369,062 LBL *","$29,476,270.77",-6.04%,-2.63%,-12.79%,20230129
142,145.0,MASKMask Network,MASK,"$214,091,015.71",$3.1392,"68,200,000 MASK *","$63,209,321.73",0.51%,2.47%,-4.93%,20230129
143,250.0,SRMSerum,SRM,"$105,696,272.02",$0.4015,"263,244,669 SRM *","$56,174,524.72",-0.35%,2.17%,-4.91%,20230129
144,86.0,LUNATerra,LUNA,"$449,873,915.10",$2.1785,"206,505,573 LUNA","$72,804,652.25",0.07%,3.04%,-4.89%,20230129
145,68.0,MKRMaker,MKR,"$660,080,995.07",$675.18,"977,631 MKR *","$21,479,087.25",0.47%,2.99%,-4.86%,20230129
146,47.0,FLOWFlow,FLOW,"$1,152,092,418.87",$1.1118,"1,036,200,000 FLOW *","$44,389,856.26",0.34%,5.10%,-4.54%,20230129
147,73.0,SNXSynthetix,SNX,"$620,726,577.80",$2.4859,"249,696,511 SNX *","$27,415,957.36",0.61%,1.40%,-4.21%,20230129
148,116.0,WOOWOO Network,WOO,"$314,336,264.79",$0.1917,"1,639,313,138 WOO *","$13,998,193.57",0.83%,2.11%,-3.81%,20230129
149,90.0,ETHWEthereumPoW,ETHW,"$421,120,823.87",$3.9058,"107,818,999 ETHW *","$15,264,616.06",0.58%,3.19%,-3.75%,20230129
150,144.0,USTCTerraClassicUSD,USTC,"$217,714,951.36",$0.02221,"9,801,842,942 USTC *","$10,106,264.49",-1.16%,-1.25%,-3.66%,20230129
151,51.0,LUNCTerra Classic,LUNC,"$1,049,082,500.45",$0.0001758,"5,966,101,873,160 LUNC *","$72,962,084.90",0.50%,1.37%,-3.00%,20230129
152,295.0,ABBCABBC Coin,ABBC,"$84,487,161.93",$0.07998,"1,056,335,414 ABBC *","$11,890,183.81",-0.20%,-1.26%,-2.83%,20230129
153,43.0,AXSAxie Infinity,AXS,"$1,229,490,632.54",$12.17,"101,043,121 AXS *","$241,516,416.67",0.34%,6.52%,-2.36%,20230129
154,209.0,FTTFTX Token,FTT,"$676,461,551.17",$2.0568,"328,895,112 FTT *","$25,549,850.43",-0.19%,7.20%,-2.30%,20230129
155,663.0,SAMOSamoyedcoin,SAMO,"$16,208,366.46",$0.004432,"3,657,134,467 SAMO *","$13,980,461.95",-0.57%,7.44%,-1.80%,20230129
156,46.0,SANDThe Sandbox,SAND,"$1,201,543,357.93",$0.8013,"1,499,470,108 SAND *","$346,650,919.32",1.46%,8.98%,-0.85%,20230129
157,60.0,ZECZcash,ZEC,"$767,165,590.10",$47.22,"16,246,656 ZEC","$73,226,154.84",0.10%,4.01%,-0.22%,20230129
158,53.0,TUSDTrueUSD,TUSD,"$944,129,170.14",$0.9997,"944,369,497 TUSD *","$40,254,989.20",-0.07%,-0.04%,-0.12%,20230129
159,285.0,STGStargate Finance,STG,"$87,876,950.37",$0.6325,"138,928,282 STG *","$20,278,855.41",0.25%,0.32%,-0.08%,20230129
160,133.0,USTCTerraClassicUSD,USTC,"$225,994,096.28",$0.02306,"9,802,117,037 USTC *","$15,718,043.79",0.72%,0.08%,-11.20%,20230122
161,698.0,MIRMirror Protocol,MIR,"$12,319,397.50",$0.1585,"77,742,680 MIR *","$12,607,592.62",0.17%,-0.83%,-9.95%,20230122
162,192.0,SRMSerum,SRM,"$111,156,180.62",$0.4223,"263,244,669 SRM *","$201,945,828.89",0.03%,-4.02%,-9.95%,20230122
163,209.0,FTTFTX Token,FTT,"$692,412,922.86",$2.1053,"328,895,112 FTT *","$23,675,559.79",2.05%,-2.91%,-4.89%,20230122
164,491.0,LAZIOS.S. Lazio Fan Token,LAZIO,"$29,771,543.52",$3.4618,"8,600,000 LAZIO *","$12,349,198.12",0.71%,-2.30%,-4.53%,20230122
165,371.0,YFIIDFI.Money,YFII,"$50,114,495.89","$1,298.44","38,596 YFII *","$14,850,983.46",0.32%,1.18%,-3.89%,20230122
166,53.0,CHZChiliz,CHZ,"$903,324,766.62",$0.1359,"6,649,111,577 CHZ *","$111,622,023.41",0.90%,1.15%,-3.13%,20230122
167,284.0,RENRen,REN,"$79,543,650.18",$0.07962,"999,037,500 REN *","$11,636,880.12",0.26%,2.83%,-2.96%,20230122
168,67.0,TWTTrust Wallet Token,TWT,"$630,937,476.70",$1.5143,"416,649,900 TWT *","$32,124,418.66",0.45%,0.09%,-2.72%,20230122
169,56.0,HTHuobi Token,HT,"$811,010,299.39",$4.9990,"162,233,844 HT *","$10,612,672.78",0.02%,0.22%,-2.71%,20230122
170,165.0,SFPSafePal,SFP,"$146,433,199.08",$0.4514,"324,402,079 SFP *","$10,647,759.44",0.36%,2.21%,-2.62%,20230122
171,122.0,WAVESWaves,WAVES,"$250,925,621.01",$2.2718,"110,453,512 WAVES *","$118,072,091.50",0.60%,1.21%,-2.47%,20230122
172,104.0,WOOWOO Network,WOO,"$326,663,742.35",$0.1993,"1,638,769,211 WOO *","$25,212,508.82",0.93%,-2.66%,-2.44%,20230122
173,61.0,GRTThe Graph,GRT,"$727,911,771.21",$0.08303,"8,766,849,390 GRT *","$37,625,108.04",0.90%,0.46%,-2.34%,20230122
174,108.0,GMTSTEPN,GMT,"$302,684,145.11",$0.5045,"600,000,000 GMT *","$239,070,251.92",1.07%,2.27%,-1.86%,20230122
175,55.0,BSVBitcoin SV,BSV,"$853,014,945.63",$44.28,"19,266,077 BSV","$42,727,988.62",0.41%,1.65%,-1.78%,20230122
176,85.0,GMXGMX,GMX,"$422,944,346.51",$50.36,"8,399,172 GMX *","$27,970,306.47",0.27%,4.44%,-1.76%,20230122
